Species_ID,Bishop_DB_Match,TSN,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Scientific_name,taxonRank,Authority,Synonym,Authority_Source,Citation,Common_name,Code,Life_form,Life_cycle,Omit_in_NPSpecies,Complete,Update_date,Update_by,Update_comments,TSN_park,Park,Park_common_name,Life_form_park,Nativeness,Distribution,Conservation_status,Update_date_park,Update_by_park,Update_comments_park
20100315154438-2714872.36022949,No,-502375,Urticales,Moraceae,Ficus ,platypoda,var. petiolaris,Ficus platypoda var. petiolaris,varietas,NA,NA,NA,NA,australian fig,FICPLA,NA,NA,FALSE,FALSE,NA,NA,NA,-502375,HALE,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-271568596.363068,Yes,822367,Apiales,Araliaceae,Polyscias,oahuensis,NA,Polyscias oahuensis,species,(A. Gray) Lowry & G. M. Plunkett ,Tetraplasandra oahuensis,Wagner et al. 2012,"Lowery & Plunkett, 2010","ohe mauka, ‘ohe, ohe",POLOAH,Tree,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,822367,HAVO,‘ohe mauka,Tree,Native,end,NA,NA,NA,NA
20100315154438-271568596.363068,Yes,822367,Apiales,Araliaceae,Polyscias,oahuensis,NA,Polyscias oahuensis,species,(A. Gray) Lowry & G. M. Plunkett ,Tetraplasandra oahuensis,Wagner et al. 2012,"Lowery & Plunkett, 2010","ohe mauka, ‘ohe, ohe",POLOAH,Tree,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,822367,KALA,‘ohe mauka,Tree,Native,end,NA,NA,NA,NA
20100315154438-271568596.363068,Yes,822367,Apiales,Araliaceae,Polyscias,oahuensis,NA,Polyscias oahuensis,species,(A. Gray) Lowry & G. M. Plunkett ,Tetraplasandra oahuensis,Wagner et al. 2012,"Lowery & Plunkett, 2010","ohe mauka, ‘ohe, ohe",POLOAH,Tree,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,822367,HALE,‘ohe mauka,Tree,Native,end,,NA,NA,NA
20100315154438-271634399.8909,Yes,504413,Urticales,Urticaceae,Pipturus ,albidus,NA,Pipturus albidus,species,(Hook. & Arnott) A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"mamaki, mamake",PIPALB,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,504413,HALE,māmaki,Tree,Native,end,NA,2024-07-02T00:00:00Z,Jacob Gross,JG: changed from shrub to tree 7/2/2024
20100315154438-271634399.8909,Yes,504413,Urticales,Urticaceae,Pipturus ,albidus,NA,Pipturus albidus,species,(Hook. & Arnott) A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"mamaki, mamake",PIPALB,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,504413,HAVO,māmaki,Tree,Native,end,NA,2024-07-02T00:00:00Z,Jacob Gross,JG: changed from shrub to tree 7/2/2024
20100315154438-271634399.8909,Yes,504413,Urticales,Urticaceae,Pipturus ,albidus,NA,Pipturus albidus,species,(Hook. & Arnott) A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"mamaki, mamake",PIPALB,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,504413,KALA,māmaki,Tree,Native,end,NA,2024-07-02T00:00:00Z,Jacob Gross,JG: changed from shrub to tree 7/2/2024
20100315154438-271634399.8909,Yes,504413,Urticales,Urticaceae,Pipturus ,albidus,NA,Pipturus albidus,species,(Hook. & Arnott) A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"mamaki, mamake",PIPALB,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,504413,PUHO,māmaki,Tree,Native,end,NA,2024-07-02T00:00:00Z,Jacob Gross,JG: changed from shrub to tree 7/2/2024
20100315154438-271722614.765167,Yes,29156,Geraniales,Geraniaceae,Pelargonium ,X domesticum,NA,Pelargonium X domesticum,hybrid,NA,NA,NA,NA,regal pelargonium,PELDOM,Shrub Subshrub,Perennial,FALSE,FALSE,NA,NA,NA,29156,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-272128880.023956,No,37322,Asterales,Asteraceae,Erechtites ,valerianifolia,NA,Erechtites valerianifolia,species,(Wolf) DC.,Erechtites valerianifolius,Wagner et al. 2012,"Staples et al., 2003",fireweed,EREVAL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37322,HALE,fireweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-272128880.023956,No,37322,Asterales,Asteraceae,Erechtites ,valerianifolia,NA,Erechtites valerianifolia,species,(Wolf) DC.,Erechtites valerianifolius,Wagner et al. 2012,"Staples et al., 2003",fireweed,EREVAL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37322,HAVO,fireweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-272128880.023956,No,37322,Asterales,Asteraceae,Erechtites ,valerianifolia,NA,Erechtites valerianifolia,species,(Wolf) DC.,Erechtites valerianifolius,Wagner et al. 2012,"Staples et al., 2003",fireweed,EREVAL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37322,KALA,fireweed,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-272128880.023956,No,37322,Asterales,Asteraceae,Erechtites ,valerianifolia,NA,Erechtites valerianifolia,species,(Wolf) DC.,Erechtites valerianifolius,Wagner et al. 2012,"Staples et al., 2003",fireweed,EREVAL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37322,NPSA,NA,Herb,Non-Native,NA,NA,NA,NA,NA
20100315154438-272494912.147522,Yes,28038,Euphorbiales,Euphorbiaceae,Euphorbia,albomarginata,NA,Euphorbia albomarginata,species,Torr. & A. Gray,Chamaesyce albomarginata (Torr. & A. Gray) Small,ITIS,NA,"whitemargin sandmat, whitemargin spurge, rattlesnake weed",EUPALB,Herb,Perennial,FALSE,FALSE,2018-02-09T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.,28038,KAHO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-272494912.147522,Yes,28038,Euphorbiales,Euphorbiaceae,Euphorbia,albomarginata,NA,Euphorbia albomarginata,species,Torr. & A. Gray,Chamaesyce albomarginata (Torr. & A. Gray) Small,ITIS,NA,"whitemargin sandmat, whitemargin spurge, rattlesnake weed",EUPALB,Herb,Perennial,FALSE,FALSE,2018-02-09T12:15:59Z,Kelly Kozar,Updated life form in cross reference table from data in the PLANTS database.  2/9/18:  Updated to accepted scientific name and added to KAHO's list.,28038,KALA,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-272942364.215851,Yes,-9791610,Polypodiales,Woodsiaceae,Diplazium ,sylvaticum,NA,Diplazium sylvaticum,species,NA,NA,NA,NA,NA,DIPSYL,Fern,Perennial,FALSE,FALSE,2013-12-13T10:54:06Z,Kelly Kozar,Updated family to new family name based on Wagner et al. 2012.,-9791610,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-272946834.564209,No,897764,Polypodiales,Thelypteridaceae,Sphaerostephanos ,heterocarpus,NA,Sphaerostephanos heterocarpus,species,NA,NA,NA,NA,NA,SPHHET,Herb,NA,FALSE,FALSE,NA,NA,NA,897764,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-273045599.460602,Yes,17790,Polypodiales,Dryopteridaceae,Elaphoglossum ,aemulum,NA,Elaphoglossum aemulum,species,(Kaulf.) Brack.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,ekaha,ELAAEM,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.,17790,HALE,‘ēkaha,Fern,Native,end,,NA,NA,NA
20100315154438-273045599.460602,Yes,17790,Polypodiales,Dryopteridaceae,Elaphoglossum ,aemulum,NA,Elaphoglossum aemulum,species,(Kaulf.) Brack.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,ekaha,ELAAEM,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.,17790,HAVO,‘ēkaha,Fern,Native,end,,NA,NA,NA
20100315154438-273045599.460602,Yes,17790,Polypodiales,Dryopteridaceae,Elaphoglossum ,aemulum,NA,Elaphoglossum aemulum,species,(Kaulf.) Brack.,NA,2012 Bishop Museum Technical Report 60,Palmer 2003,ekaha,ELAAEM,Fern,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.,17790,KALA,‘ēkaha,Fern,Native,end,,NA,NA,NA
20100315154438-273176729.679108,Yes,32275,Lamiales,Lamiaceae,Mentha ,X piperita,NA,Mentha X piperita,hybrid,NA,NA,NA,NA,peppermint,MENPIP,Herb,Perennial,FALSE,FALSE,NA,NA,NA,32275,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-274325191.97464,No,524840,Urticales,Cannabaceae,Cannabis ,sativa,ssp. indica,Cannabis sativa ssp. indica,subspecies,L.; (Lam.) E.Small & Cronquist,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,"pot, reefer, dope",CANSAT2,Herb,Annual,FALSE,FALSE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,524840,HAVO,NA,NA,Non-Native,?,NA,NA,NA,NA
20100315154438-274499773.979187,Yes,503515,Campanulales,Campanulaceae,Lobelia ,hillebrandii,NA,Lobelia hillebrandii,species,Rock,NA,Wagner et al. 2012,"Lorence et al., 1995",`opelu,LOBHIL,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,503515,HALE,Lobelia hillebrandii,Shrub,Native,end,,NA,NA,NA
20100315154438-274737060.070038,Yes,20565,Caryophyllales,Amaranthaceae,Atriplex ,semibaccata,NA,Atriplex semibaccata,species,R. Br.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Australian saltbush,ATRSEM,Herb,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20565,KALA,Australian saltbush,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-274737060.070038,Yes,20565,Caryophyllales,Amaranthaceae,Atriplex ,semibaccata,NA,Atriplex semibaccata,species,R. Br.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Australian saltbush,ATRSEM,Herb,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20565,PUHE,Australian saltbush,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-274737060.070038,Yes,20565,Caryophyllales,Amaranthaceae,Atriplex ,semibaccata,NA,Atriplex semibaccata,species,R. Br.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Australian saltbush,ATRSEM,Herb,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20565,PUHO,Australian saltbush,Herb,Non-Native,nat ,NA,NA,NA,NA
20100315154438-274848699.569702,Yes,21732,Malvales,Malvaceae,Sida ,spinosa,NA,Sida spinosa,species,L.,NA,Wagner et al. 2012,"Lorence & Flynn, 1997; Staples et al., 2002; Oppenheimer et al., 1999; Oppenheimer, 2007",prickly sida,SIDSPI,Herb,Both,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,21732,KAHO,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-274848699.569702,Yes,21732,Malvales,Malvaceae,Sida ,spinosa,NA,Sida spinosa,species,L.,NA,Wagner et al. 2012,"Lorence & Flynn, 1997; Staples et al., 2002; Oppenheimer et al., 1999; Oppenheimer, 2007",prickly sida,SIDSPI,Herb,Both,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,21732,KALA,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-274963855.743408,Yes,17705,Polypodiales,Pteridaceae,Pteris ,tripartita,NA,Pteris tripartita,species,NA,NA,NA,NA,giant brake,PTETRI,Herb,Perennial,FALSE,FALSE,NA,NA,NA,17705,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-274963855.743408,Yes,17705,Polypodiales,Pteridaceae,Pteris ,tripartita,NA,Pteris tripartita,species,NA,NA,NA,NA,giant brake,PTETRI,Herb,Perennial,FALSE,FALSE,NA,NA,NA,17705,WAPA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-275295495.986938,No,836820,Rosales,Rosaceae,Pyracantha ,crenatoserrata,NA,Pyracantha crenatoserrata,species,(Hance) Redher,"Pyracantha angustifolia sensu Wagner et al. (1990), in part, non (Franch.) C.K.Schneid.",Wagner et al. 2012,"Herbarium Pacificum Staff, 1999",NA,PYRCRE,Shrub,Perennial,FALSE,FALSE,2013-12-12T15:44:13Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",836820,HAVO,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,KAHO,kūkae pua‘a,Grass,Native,ind,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,HALE,kūkae pua‘a,Grass,Native,ind,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,HAVO,kūkae pua‘a,Grass,Native,ind,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,KALA,kūkae pua‘a,Grass,Native,ind,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,WAPA,NA,Grass,Native,NA,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,NPSA,NA,Grass,Native,NA,NA,NA,NA,NA
20100315154438-275582969.18869,Yes,40659,Cyperales,Poaceae,Digitaria ,setigera,NA,Digitaria setigera,species,Roth,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998,East Indian crabgrass,DIGSET,Grass,Annual,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40659,AMME,NA,Grass,Native,NA,NA,NA,NA,NA
20100315154438-276123285.293579,No,-9789157,Orchidales,Orchidaceae,Schomburgkia ,spp.,NA,Schomburgkia spp.,genus,NA,NA,NA,NA,NA,SCHSP.,Herb,Perennial,FALSE,FALSE,NA,NA,NA,-9789157,HALE,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-276236712.932587,Yes,506198,Magnoliales,Annonaceae,Annona ,cherimola,NA,Annona cherimola,species,Mill.,NA,Wagner et al. 2012,"Staples et al., 2002",cherimoya,ANNCHE,Shrub,Annual,FALSE,FALSE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,506198,HAVO,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-276250362.39624,Yes,30498,Solanales,Solanaceae,Cestrum ,nocturnum,NA,Cestrum nocturnum,species,L.,NA,Wagner et al. 2012,"Oppenheimer & Bartlett, 2000; Starr et al., 2003; Oppenheimer, 2007, 2010","night cestrum, ‘ala aumoe, kupaoa",CESNOC,Shrub,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,30498,HAVO,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-277104735.374451,No,34029,Scrophulariales,Scrophulariaceae,Scoparia ,dulcis,NA,Scoparia dulcis,species,NA,NA,NA,NA,licorice weed,SCODUL,Subshrub Herb,Both,FALSE,FALSE,NA,NA,NA,34029,WAPA,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-277108550.071716,Yes,34965,Rubiales,Rubiaceae,Coprosma ,ernodeoides,NA,Coprosma ernodeoides,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"leponene, punene, kukaenene",COPERN,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,34965,HALE,kūkae nēnē,Shrub,Native,end,NA,NA,NA,NA
20100315154438-277108550.071716,Yes,34965,Rubiales,Rubiaceae,Coprosma ,ernodeoides,NA,Coprosma ernodeoides,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"leponene, punene, kukaenene",COPERN,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,34965,HAVO,kūkae nene,Shrub,Native,end,NA,NA,NA,NA
20100315154438-277108550.071716,Yes,34965,Rubiales,Rubiaceae,Coprosma ,ernodeoides,NA,Coprosma ernodeoides,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"leponene, punene, kukaenene",COPERN,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,34965,PUHO,kūkae nēnē,Shrub,Native,end,NA,NA,NA,NA
20100315154438-277168393.135071,No,-9789872,Rubiales,Rubiaceae,Hedyotis ,terminalis X hillebrandii,NA,Hedyotis terminalis X hillebrandii,hybrid,NA,NA,NA,NA,NA,HEDTER2,Shrub,Perennial,FALSE,FALSE,NA,NA,NA,-9789872,HAVO,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-277688801.288605,Yes,502077,Ebenales,Ebenaceae,Diospyros ,sandwicensis,NA,Diospyros sandwicensis,species,(A. DC.) Fosberg,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,elama,DIOSAN,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,502077,KAHO,lama,Tree,Native,end,NA,NA,NA,NA
20100315154438-277688801.288605,Yes,502077,Ebenales,Ebenaceae,Diospyros ,sandwicensis,NA,Diospyros sandwicensis,species,(A. DC.) Fosberg,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,elama,DIOSAN,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,502077,HALE,lama,Tree,Native,end,NA,NA,NA,NA
20100315154438-277688801.288605,Yes,502077,Ebenales,Ebenaceae,Diospyros ,sandwicensis,NA,Diospyros sandwicensis,species,(A. DC.) Fosberg,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,elama,DIOSAN,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,502077,HAVO,lama,Tree,Native,end,NA,NA,NA,NA
20100315154438-277688801.288605,Yes,502077,Ebenales,Ebenaceae,Diospyros ,sandwicensis,NA,Diospyros sandwicensis,species,(A. DC.) Fosberg,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,elama,DIOSAN,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,502077,KALA,lama,Tree,Native,end,NA,NA,NA,NA
20100315154438-277688801.288605,Yes,502077,Ebenales,Ebenaceae,Diospyros ,sandwicensis,NA,Diospyros sandwicensis,species,(A. DC.) Fosberg,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,elama,DIOSAN,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,502077,PUHO,lama,Tree,Native,end,NA,NA,NA,NA
20100315154438-278057157.993317,No,-504269,Polypodiales,Dryopteridaceae,Ctenitis ,samoensis,NA,Ctenitis samoensis,species,NA,NA,NA,NA,NA,CTESAM,Fern,Perennial,FALSE,FALSE,NA,NA,NA,-504269,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-278279960.155487,Yes,895502,Piperales,Piperaceae,Piper ,guahamense,NA,Piper guahamense,species,NA,NA,NA,NA,"wild piper, pupulu-n-aniti",PIPGUA,Shrub,Both,FALSE,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",895502,WAPA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-278410971.164703,Yes,18074,Magnoliales,Magnoliaceae,Magnolia ,grandiflora,NA,Magnolia grandiflora,species,NA,NA,NA,NA,southern magnolia,MAGGRA,Tree,Perennial,FALSE,FALSE,NA,NA,NA,18074,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-278479039.669037,No,38960,Hydrocharitales,Hydrocharitaceae,Halophila ,minor,NA,Halophila minor,species,NA,NA,NA,NA,limu foe,HALMIN,Herb,Perennial,FALSE,FALSE,NA,NA,NA,38960,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-278589427.471161,No,845403,Campanulales,Campanulaceae,Lobelia ,dunbariae,ssp. paniculata,Lobelia dunbariae ssp. paniculata,subspecies,Rock; (Rock) Lammers ,Lobelia dunbarii Rock subsp. paniculata (Rock) Lammers (spelling change),2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"haha, `Oha, Oha Wai",LOBDUN2,Shrub,Perennial,FALSE,FALSE,2013-12-12T15:44:13Z,Kelly Kozar,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authority source, citation, and synonym.  Updated distribution in xref table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",845403,KALA,NA,NA,Native,end,NA,NA,NA,NA
