Species_ID,Bishop_DB_Match,TSN,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Scientific_name,taxonRank,Authority,Synonym,Authority_Source,Citation,Common_name,Code,Life_form,Life_cycle,Omit_in_NPSpecies,Complete,Update_date,Update_by,Update_comments,TSN_park,Park,Park_common_name,Life_form_park,Nativeness,Distribution,Conservation_status,Update_date_park,Update_by_park,Update_comments_park
20100315154438-868339776.992798,Yes,505420,Myrtales,Myrtaceae,Syzygium ,jambos,NA,Syzygium jambos,species,(L.) Alston,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,"rose apple, ‘ohi‘a loke",SYZJAM,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,505420,KALA,rose apple,Tree,Non-Native,nat,,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,AMME,indigo,Shrub,Non-Native,NA,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,KAHO,indigo,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,HALE,indigo,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,HAVO,indigo,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,KALA,indigo,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,NPSA,indigo,Shrub,Non-Native,NA,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,WAPA,indigo,Shrub,Non-Native,NA,NA,NA,NA,NA
20100315154438-86934626.1024475,Yes,26749,Fabales,Fabaceae,Indigofera ,suffruticosa,NA,Indigofera suffruticosa,species,Mill.,NA,Wagner et al. 2012,"Hughes, 1995",indigo,INDSUF,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,26749,PUHO,indigo,Shrub,Non-Native,nat,NA,NA,NA,NA
20100315154438-869951605.796814,No,503607,Lycopodiales,Lycopodiaceae,Lycopodiella ,cernua,NA,Lycopodiella cernua,species,(L.) Pic. Serm.,Lycopodium cernuum,2012 Bishop Museum Technical Report 60,Palmer 2003,Wawae‘iole,LYCCER1,Fern ally,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,503607,HALE,wāwae‘iole,Fern ally,Native,ind,NA,NA,NA,NA
20100315154438-869951605.796814,No,503607,Lycopodiales,Lycopodiaceae,Lycopodiella ,cernua,NA,Lycopodiella cernua,species,(L.) Pic. Serm.,Lycopodium cernuum,2012 Bishop Museum Technical Report 60,Palmer 2003,Wawae‘iole,LYCCER1,Fern ally,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,503607,HAVO,wāwae‘iole,Fern ally,Native,ind,NA,NA,NA,NA
20100315154438-869951605.796814,No,503607,Lycopodiales,Lycopodiaceae,Lycopodiella ,cernua,NA,Lycopodiella cernua,species,(L.) Pic. Serm.,Lycopodium cernuum,2012 Bishop Museum Technical Report 60,Palmer 2003,Wawae‘iole,LYCCER1,Fern ally,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,503607,KALA,wāwae‘iole,Fern ally,Native,ind,NA,NA,NA,NA
20100315154438-869951605.796814,No,503607,Lycopodiales,Lycopodiaceae,Lycopodiella ,cernua,NA,Lycopodiella cernua,species,(L.) Pic. Serm.,Lycopodium cernuum,2012 Bishop Museum Technical Report 60,Palmer 2003,Wawae‘iole,LYCCER1,Fern ally,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,503607,WAPA,staghorn clubmoss,Fern ally,Native,NA,NA,NA,NA,NA
20100315154438-870095133.781433,No,507399,Cyperales,Cyperaceae,Scirpodendron ,ghaeri,NA,Scirpodendron ghaeri,species,NA,NA,NA,NA,NA,SCIGHA,Sedge,Perennial,FALSE,FALSE,NA,NA,NA,507399,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-870190680.027008,Yes,20640,Caryophyllales,Amaranthaceae,Chenopodium ,oahuense,NA,Chenopodium oahuense,species,(Meyen) Aellen,NA,Wagner et al. 2012,"Starr et al., 2006",aheahea,CHEOAH,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20640,KAHO,aheahea,Shrub,Native,end,NA,NA,NA,NA
20100315154438-870190680.027008,Yes,20640,Caryophyllales,Amaranthaceae,Chenopodium ,oahuense,NA,Chenopodium oahuense,species,(Meyen) Aellen,NA,Wagner et al. 2012,"Starr et al., 2006",aheahea,CHEOAH,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20640,HALE,aheahea,Shrub,Native,end,NA,NA,NA,NA
20100315154438-870190680.027008,Yes,20640,Caryophyllales,Amaranthaceae,Chenopodium ,oahuense,NA,Chenopodium oahuense,species,(Meyen) Aellen,NA,Wagner et al. 2012,"Starr et al., 2006",aheahea,CHEOAH,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20640,KALA,aheahea,Shrub,Native,end,NA,NA,NA,NA
20100315154438-870190680.027008,Yes,20640,Caryophyllales,Amaranthaceae,Chenopodium ,oahuense,NA,Chenopodium oahuense,species,(Meyen) Aellen,NA,Wagner et al. 2012,"Starr et al., 2006",aheahea,CHEOAH,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20640,HAVO,alaweo,Shrub,Native,end,NA,NA,NA,NA
20100315154438-870190680.027008,Yes,20640,Caryophyllales,Amaranthaceae,Chenopodium ,oahuense,NA,Chenopodium oahuense,species,(Meyen) Aellen,NA,Wagner et al. 2012,"Starr et al., 2006",aheahea,CHEOAH,Shrub,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,20640,PUHE,aheahea,Shrub,Native,end,NA,NA,NA,NA
20100315154438-87043642.9977417,No,181972,Caryophyllales,Amaranthaceae,Cyathula ,prostrata,NA,Cyathula prostrata,species,NA,NA,NA,NA,pastureweed,CYAPRO2,Herb,Perennial,FALSE,FALSE,NA,NA,NA,181972,NPSA,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-870448768.138886,Yes,30520,Solanales,Solanaceae,Datura ,stramonium,NA,Datura stramonium,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kikania, jimson-weed",DATSTR,Herb,Annual,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,30520,HALE,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-870448768.138886,Yes,30520,Solanales,Solanaceae,Datura ,stramonium,NA,Datura stramonium,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kikania, jimson-weed",DATSTR,Herb,Annual,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,30520,PUHE,NA,NA,Non-Native,nat,NA,NA,NA,NA
20100315154438-870521605.014801,No,507441,Urticales,Moraceae,Streblus ,pendulinus,NA,Streblus pendulinus,species,(Endl.) F.Muell.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,A'ia'i,STRPEN,Shrub,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,507441,HALE,NA,NA,Native,ind,NA,NA,NA,NA
20100315154438-870521605.014801,No,507441,Urticales,Moraceae,Streblus ,pendulinus,NA,Streblus pendulinus,species,(Endl.) F.Muell.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,A'ia'i,STRPEN,Shrub,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t,507441,HAVO,a‘ia‘i,NA,Native,ind,NA,NA,NA,NA
20100315154438-87103068.8285828,Yes,30630,Solanales,Solanaceae,Nothocestrum ,longifolium,NA,Nothocestrum longifolium,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"aiea, halena, ‘aiea",NOTLON,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,30630,HALE,‘aiea,Tree,Native,end,NA,NA,NA,NA
20100315154438-87103068.8285828,Yes,30630,Solanales,Solanaceae,Nothocestrum ,longifolium,NA,Nothocestrum longifolium,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"aiea, halena, ‘aiea",NOTLON,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,30630,HAVO,‘aiea,Tree,Native,end,NA,NA,NA,NA
20100315154438-87103068.8285828,Yes,30630,Solanales,Solanaceae,Nothocestrum ,longifolium,NA,Nothocestrum longifolium,species,A. Gray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"aiea, halena, ‘aiea",NOTLON,Tree,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,30630,KALA,‘aiea,Tree,Native,end,NA,NA,NA,NA
20100315154438-871359527.111053,Yes,845980,Rubiales,Rubiaceae,Aidia ,cochinchinensis,NA,Aidia cochinchinensis,species,Lour.,NA,Raulerson & Rinehart,NA,"Sumak, Sumag",AIDCOC,Tree,NA,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",845980,AMME,Sumak,Tree,Non-Native,NA,NA,NA,NA,NA
20100315154438-871359527.111053,Yes,845980,Rubiales,Rubiaceae,Aidia ,cochinchinensis,NA,Aidia cochinchinensis,species,Lour.,NA,Raulerson & Rinehart,NA,"Sumak, Sumag",AIDCOC,Tree,NA,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",845980,WAPA,Sumak,Tree,Non-Native,NA,NA,NA,NA,NA
20100315154438-871445834.636688,Yes,38821,Asterales,Asteraceae,Tetramolopium ,spp.,NA,Tetramolopium spp.,genus,NA,NA,NA,NA,NA,TETSP.,Shrub,Perennial,FALSE,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",38821,HAVO,Tetramolopium spp.,Shrub,Native,end,NA,NA,NA,NA
20100315154438-872118115.42511,No,896125,Pandanales,Pandanaceae,Freycinetia ,reineckei,NA,Freycinetia reineckei,species,NA,NA,NA,NA,ie'ie,FREREI,Vine,Perennial,FALSE,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",896125,NPSA,Ie'ie,NA,Native,NA,NA,NA,NA,NA
20100315154438-872118115.42511,No,896125,Pandanales,Pandanaceae,Freycinetia ,reineckei,NA,Freycinetia reineckei,species,NA,NA,NA,NA,ie'ie,FREREI,Vine,Perennial,FALSE,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",896125,WAPA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-872546851.634979,No,-9791613,Polypodiales,Hymenophyllaceae,Trichomanes ,assimile,NA,Trichomanes assimile,species,NA,NA,NA,NA,NA,TRIASS,Herb,Perennial,FALSE,FALSE,NA,NA,NA,-9791613,NPSA,NA,NA,Native,NA,NA,NA,NA,NA
20100315154438-87257385.2539063,No,-504268,Orchidales,Orchidaceae,Cryptostylis ,arachnites,NA,Cryptostylis arachnites,species,NA,NA,NA,NA,NA,CRYARA,Herb,Perennial,FALSE,FALSE,NA,NA,NA,-504268,NPSA,oketi,NA,Native,NA,NA,NA,NA,NA
20100315154438-87325274.9443054,Yes,40574,Cyperales,Poaceae,Cenchrus ,ciliaris,NA,Cenchrus ciliaris,species,L. ,Pennisetum ciliare,Wagner et al. 2012,"Starr & Martz, 2000; Wood & LeGrande, 2006",buffelgrass,CENCIL,Grass,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40574,KAHO,buffelgrass,Grass,Non-Native,nat,,NA,NA,NA
20100315154438-87325274.9443054,Yes,40574,Cyperales,Poaceae,Cenchrus ,ciliaris,NA,Cenchrus ciliaris,species,L. ,Pennisetum ciliare,Wagner et al. 2012,"Starr & Martz, 2000; Wood & LeGrande, 2006",buffelgrass,CENCIL,Grass,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40574,KALA,buffelgrass,Grass,Non-Native,nat,,NA,NA,NA
20100315154438-87325274.9443054,Yes,40574,Cyperales,Poaceae,Cenchrus ,ciliaris,NA,Cenchrus ciliaris,species,L. ,Pennisetum ciliare,Wagner et al. 2012,"Starr & Martz, 2000; Wood & LeGrande, 2006",buffelgrass,CENCIL,Grass,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40574,PUHE,buffelgrass,Grass,Non-Native,nat,,NA,NA,NA
20100315154438-87325274.9443054,Yes,40574,Cyperales,Poaceae,Cenchrus ,ciliaris,NA,Cenchrus ciliaris,species,L. ,Pennisetum ciliare,Wagner et al. 2012,"Starr & Martz, 2000; Wood & LeGrande, 2006",buffelgrass,CENCIL,Grass,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40574,PUHO,buffelgrass,Grass,Non-Native,nat,,NA,NA,NA
20100315154438-87325274.9443054,Yes,40574,Cyperales,Poaceae,Cenchrus ,ciliaris,NA,Cenchrus ciliaris,species,L. ,Pennisetum ciliare,Wagner et al. 2012,"Starr & Martz, 2000; Wood & LeGrande, 2006",buffelgrass,CENCIL,Grass,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,40574,HALE,buffelgrass,Grass,Non-Native,nat,,NA,NA,NA
20100315154438-873706221.580505,Yes,503754,Lamiales,Lamiaceae,Mentha ,X villosa,NA,Mentha X villosa,hybrid,NA,NA,NA,NA,apple-mint,MENVIL,Herb,Perennial,FALSE,FALSE,NA,NA,NA,503754,HALE,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-873852252.960205,Yes,37301,Asterales,Asteraceae,Elephantopus ,mollis,NA,Elephantopus mollis,species,Kunth,NA,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",elephant‘s foot,ELEMOL,Herb,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37301,HALE,elephant`s foot,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-873852252.960205,Yes,37301,Asterales,Asteraceae,Elephantopus ,mollis,NA,Elephantopus mollis,species,Kunth,NA,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",elephant‘s foot,ELEMOL,Herb,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37301,HAVO,elephant`s foot,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-873852252.960205,Yes,37301,Asterales,Asteraceae,Elephantopus ,mollis,NA,Elephantopus mollis,species,Kunth,NA,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",elephant‘s foot,ELEMOL,Herb,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37301,KALA,elephant`s foot,Herb,Non-Native,nat,NA,NA,NA,NA
20100315154438-873852252.960205,Yes,37301,Asterales,Asteraceae,Elephantopus ,mollis,NA,Elephantopus mollis,species,Kunth,NA,Wagner et al. 2012,"Oppenheimer & Bartlett, 2002",elephant‘s foot,ELEMOL,Herb,Perennial,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,37301,WAPA,elephant's foot,Herb,Non-Native,NA,NA,NA,NA,NA
20100315154438-874155640.602112,Yes,507387,Rubiales,Rubiaceae,Psychotria ,garberiana,NA,Psychotria garberiana,species,NA,NA,NA,NA,psychotria,PSYGAR,NA,Perennial,FALSE,FALSE,NA,NA,NA,507387,NPSA,matalafi Manu'a,NA,Native,NA,NA,NA,NA,NA
20100315154438-875327527.523041,Yes,30127,Gentianales,Apocynaceae,Allamanda ,cathartica,NA,Allamanda cathartica,species,L.,NA,Staples,NA,golden trumpet,ALLCAT,Vine,Perennial,FALSE,TRUE,NA,NA,NA,30127,NPSA,pua taunofo,Vine,Non-Native,nat,NA,NA,NA,NA
20100315154438-875327527.523041,Yes,30127,Gentianales,Apocynaceae,Allamanda ,cathartica,NA,Allamanda cathartica,species,L.,NA,Staples,NA,golden trumpet,ALLCAT,Vine,Perennial,FALSE,TRUE,NA,NA,NA,30127,WAPA,golden trumpet,Vine,Non-Native,NA,NA,NA,NA,NA
20100315154438-875441312.789917,Yes,35974,Asterales,Asteraceae,Erigeron ,bellioides,NA,Erigeron bellioides,species,DC.,NA,Wagner et al. 2012,"Nagata, 1995; Oppenheimer & Bartlett, 2000; Staples et al., 2003 Oppenheimer, 2003, 2008",bellorita,ERIBEL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35974,KALA,Erigeron bellioides,Herb,Non-Native,nat,,NA,NA,NA
20100315154438-875441312.789917,Yes,35974,Asterales,Asteraceae,Erigeron ,bellioides,NA,Erigeron bellioides,species,DC.,NA,Wagner et al. 2012,"Nagata, 1995; Oppenheimer & Bartlett, 2000; Staples et al., 2003 Oppenheimer, 2003, 2008",bellorita,ERIBEL,Herb,Annual,FALSE,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,35974,WAPA,NA,Herb,Non-Native,NA,NA,NA,NA,NA
20100315154438-875779688.358307,Yes,35409,Dipsacales,Dipsacaceae,Scabiosa ,spp.,NA,Scabiosa spp.,genus,NA,NA,NA,NA,NA,SCASP.,Herb,Perennial,FALSE,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",35409,HAVO,NA,NA,Non-Native,NA,NA,NA,NA,NA
20100315154438-875926256.17981,Yes,18173,Laurales,Lauraceae,Cassytha ,filiformis,NA,Cassytha filiformis,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kauna‘oa pehu, kauna‘oa malolo, kauna‘oa uka",CASFIL,Vine,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18173,AMME,agace,Vine,Native,NA,NA,NA,NA,NA
20100315154438-875926256.17981,Yes,18173,Laurales,Lauraceae,Cassytha ,filiformis,NA,Cassytha filiformis,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kauna‘oa pehu, kauna‘oa malolo, kauna‘oa uka",CASFIL,Vine,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18173,NPSA,NA,Vine,Native,NA,NA,NA,NA,NA
20100315154438-875926256.17981,Yes,18173,Laurales,Lauraceae,Cassytha ,filiformis,NA,Cassytha filiformis,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kauna‘oa pehu, kauna‘oa malolo, kauna‘oa uka",CASFIL,Vine,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18173,KALA,NA,Vine,Native,ind,NA,NA,NA,NA
20100315154438-875926256.17981,Yes,18173,Laurales,Lauraceae,Cassytha ,filiformis,NA,Cassytha filiformis,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kauna‘oa pehu, kauna‘oa malolo, kauna‘oa uka",CASFIL,Vine,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18173,HAVO,kauno‘a,Vine,Native,ind,NA,NA,NA,NA
20100315154438-875926256.17981,Yes,18173,Laurales,Lauraceae,Cassytha ,filiformis,NA,Cassytha filiformis,species,L.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"kauna‘oa pehu, kauna‘oa malolo, kauna‘oa uka",CASFIL,Vine,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,18173,WAPA,agace,Vine,Native,NA,NA,NA,NA,NA
20100315154438-876072227.954865,Yes,505228,Caryophyllales,Caryophyllaceae,Silene ,cryptopetala,NA,Silene cryptopetala,species,Hillebr.,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Haleakala catchfly,SILCRY,Subshrub,Perennial,FALSE,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,505228,HALE,NA,NA,Native,end,NA,NA,NA,NA
20100315154438-876800715.923309,Yes,39582,Cyperales,Cyperaceae,Carex ,echinata,NA,Carex echinata,species,Murray,NA,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"star sedge, prickly sedge",CARECH,Sedge,Perennial,FALSE,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,39582,HALE,Carex echinata,Sedge,Native,ind,,NA,NA,NA
